redkitchen/seq-04,run_001,0.1,31,0.1030027838281903,0.09006028044459141,0.07132664420393534,0.0499871919855321,0.22723600727865914,0.03341848606452167
redkitchen/seq-05,run_001,0.1,44,0.22995178127729385,0.20942496475357666,0.1887000089236341,0.09496844660498342,0.477456869397391,0.06097917793615785
redkitchen/seq-06,run_001,0.1,40,0.09243553412223825,0.08154926244507403,0.0776347151089488,0.04352063606070009,0.21895657349100647,0.013188427277829073
redkitchen/seq-07,run_001,0.1,38,0.08973613114403174,0.0850640025790223,0.08276325688878375,0.02857776579676849,0.1427761027382377,0.025686983670488644
redkitchen/seq-08,run_001,0.1,53,0.17113592573771771,0.15464721624029357,0.1506657519266375,0.07329217957758861,0.3859858959614059,0.026344577241795755
redkitchen/seq-11,run_001,0.1,39,0.09565742418460932,0.08682318959470435,0.08558511813393739,0.04015067309817236,0.21068407352678345,0.021911757609801158
redkitchen/seq-12,run_001,0.1,39,0.1238014058073877,0.11270651611263964,0.11931829656509237,0.051225279946885506,0.2787936975794987,0.014676136834538459
redkitchen/seq-13,run_001,0.1,41,0.24287585114313143,0.21539961574476754,0.17952950784961702,0.1122126757791072,0.47903705670002317,0.05476126751499523
redkitchen/seq-14,run_001,0.1,44,0.16280068322085037,0.14842717109377168,0.1340949748084833,0.06688375989936503,0.30390306226391206,0.056803519903263516
stairs/seq-01,run_001,0.1,24,0.11213391967429079,0.09531850656047473,0.08285027940691944,0.05906266374454369,0.25047873322994685,0.028206644746770912
stairs/seq-02,run_001,0.1,17,0.07040688146451737,0.06522170540117714,0.0650838110345365,0.02651901397338639,0.11800754577454561,0.026601306884460343
stairs/seq-03,run_001,0.1,14,0.1954557597340134,0.1852476906633143,0.18093015131556198,0.06233977155162973,0.359708799533224,0.07285383810489308
stairs/seq-04,run_001,0.1,22,0.10269399529171325,0.09475137719324164,0.09183290763140471,0.03960092409222884,0.18125929952950584,0.04169034492986159
