seq_name,run_id,play_rate,N,rmse,mean,median,std,max,min
chess/seq-01,run_001,0.1,32,0.04656001410851036,0.042034733323358345,0.0379579071676964,0.020022889607117934,0.09797892194085006,0.014279248338693854
chess/seq-02,run_001,0.1,35,0.07536816781006632,0.06518351113269359,0.05472163759885029,0.037834780235390914,0.2004977685071341,0.013080788740202435
chess/seq-03,run_001,0.1,39,0.06473190038925068,0.05909665026214061,0.05527908480575462,0.026415996210593838,0.1346765786721567,0.020331281547961138
chess/seq-04,run_001,0.1,36,0.06495605651659969,0.06005697229000882,0.054789846204292475,0.024747714188280222,0.1233613639523576,0.02698591751587112
chess/seq-05,run_001,0.1,41,0.03814582880675831,0.03503298614238911,0.030487943696872816,0.015092850535988387,0.07372846185015931,0.007016257829889169
chess/seq-06,run_001,0.1,18,0.04574068476918507,0.03895873654561388,0.036738390894589225,0.02396720863854213,0.11189568104741211,0.009422710497207156
fire/seq-01,run_001,0.1,31,0.06005682744598424,0.05511904629124244,0.05436410993194549,0.02384770971855787,0.09780505654868099,0.011281737679880109
fire/seq-02,run_001,0.1,24,0.05364393173616859,0.046997642036931665,0.04708133168220246,0.025862966865445838,0.10823639033423417,0.010663777175760553
fire/seq-03,run_001,0.1,30,0.06254236938904721,0.05712683971769625,0.05649598627219322,0.025457261295447182,0.11598612799246735,0.01666718491670804
fire/seq-04,run_001,0.1,33,0.08352691809180963,0.07112434930905596,0.06209482690168008,0.04379581008817244,0.18651599555128767,0.016300968063781732
heads/seq-01,run_001,0.1,49,0.049729858079501955,0.043135222615446465,0.037258910708317404,0.02474694636764872,0.10932310451527512,0.009487966465763366
heads/seq-02,run_001,0.1,42,0.05304562908769199,0.04766358944713215,0.043378732925018496,0.023281344598717404,0.12021381716810489,0.01433410507190293
office/seq-01,run_001,0.1,47,0.11534392133769934,0.10560806920465675,0.10064303637026102,0.04638055528367252,0.2598580458615349,0.009611829361325326
office/seq-02,run_001,0.1,41,0.12581556807069535,0.12030266594962448,0.11519184089835044,0.03683511550633225,0.18351406869142398,0.0441820294055449
office/seq-03,run_001,0.1,40,0.142224767513491,0.1279589713659266,0.11269848418292146,0.06208370270240444,0.26824052089046113,0.02998212168599318
office/seq-04,run_001,0.1,42,0.07621670432270633,0.06700337662872603,0.062109335859715134,0.036325384212199746,0.1871001616566819,0.00813083486621564
office/seq-05,run_001,0.1,62,0.13064256686077586,0.1076437769858595,0.10687375284610298,0.07402903181989369,0.3206215297985623,0.013703771633337143
office/seq-06,run_001,0.1,35,0.1336074103089934,0.12176038088945787,0.11836099021235413,0.05500317931838,0.23988167645101827,0.02560348719208684
office/seq-07,run_001,0.1,79,0.17056476285054561,0.15017407442979763,0.13796946144411562,0.0808707963075452,0.3921286369206692,0.025141457417539852
office/seq-08,run_001,0.1,65,0.20746068032182066,0.17975386978399038,0.1899994403524724,0.10357837697740249,0.39608032953694217,0.02630355870191965
office/seq-09,run_001,0.1,46,0.10709272999302132,0.09872537273061945,0.09269963651471663,0.04149883849649814,0.1918893931283867,0.026949782508637964
office/seq-10,run_001,0.1,62,0.1942382714415378,0.1712427049141842,0.15386203908931068,0.09167574437259915,0.41894543008479906,0.040435728506267546
pumpkin/seq-01,run_001,0.1,33,0.18230490041304312,0.1575173396847719,0.1397409340156271,0.0917788887121747,0.4604414532393396,0.036205789754523286
pumpkin/seq-02,run_001,0.1,27,0.12463693026110512,0.10554277446804196,0.08647457358770169,0.06629545340745178,0.2576271686124897,0.020163121446743995
pumpkin/seq-03,run_001,0.1,50,0.1558962793729838,0.1419882645742272,0.13637090378043154,0.06436600535638883,0.3795281824886682,0.04970734233958773
pumpkin/seq-06,run_001,0.1,39,0.13502075843114153,0.12600036030131334,0.11852946859510569,0.04852333883050402,0.25669527336047315,0.024598345197198477
pumpkin/seq-07,run_001,0.1,39,0.10024739705827113,0.08930746706515609,0.07526686224698104,0.04553808234175798,0.22602854100916736,0.02095263427002901
pumpkin/seq-08,run_001,0.1,40,0.15369165496352322,0.12985417173020877,0.10088973217306049,0.08221325251860624,0.36937154465492017,0.037642990735786114
redkitchen/seq-01,run_001,0.1,34,0.08754904210462609,0.07623198015799304,0.06248042068183976,0.04305252576364075,0.20157153301439987,0.016981430293405805
redkitchen/seq-02,run_001,0.1,42,0.11643627416806888,0.10697595305837088,0.10689209383857277,0.04597337718065681,0.2383806214259127,0.012787950131975218
redkitchen/seq-03,run_001,0.1,17,0.05460654075552392,0.04733516112141443,0.04894031338584186,0.027226031934426877,0.11824687270797855,0.004836291727029947
